<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
EURUSD;D;20181221;000000;1.1459800;1.1474000;1.1354000;1.1358800;2136152
EURUSD;D;20181222;000000;1.1358800;1.1374600;1.1356000;1.1367000;38005
EURUSD;D;20181223;000000;1.1369700;1.1387000;1.1355000;1.1361800;204
EURUSD;D;20181224;000000;1.1364800;1.1438600;1.1359000;1.1405500;1675280
EURUSD;D;20181225;000000;1.1405400;1.1417600;1.1364500;1.1387000;27527
EURUSD;D;20181226;000000;1.1387000;1.1420000;1.1341000;1.1353400;1209236
EURUSD;D;20181227;000000;1.1353400;1.1454200;1.1347000;1.1439700;2371384
EURUSD;D;20181228;000000;1.1439800;1.1472800;1.1425000;1.1442000;2055036
EURUSD;D;20181229;000000;1.1441900;1.1451000;1.1437900;1.1441500;37793
EURUSD;D;20181230;000000;1.1445000;1.1450000;1.1438000;1.1440000;153
EURUSD;D;20181231;000000;1.1441600;1.1466100;1.1420000;1.1456000;1477245
EURUSD;D;20190101;000000;1.1456000;1.1545000;1.1446000;1.1459000;19293
EURUSD;D;20190102;000000;1.1454300;1.1496800;1.1324000;1.1345400;1961964
EURUSD;D;20190103;000000;1.1345400;1.1411000;1.1308000;1.1398300;2434824
EURUSD;D;20190104;000000;1.1398100;1.1419100;1.1344000;1.1402600;2168134
EURUSD;D;20190105;000000;1.1402200;1.1403400;1.1392500;1.1394200;32439
EURUSD;D;20190106;000000;1.1396500;1.1401000;1.1395000;1.1399000;93
EURUSD;D;20190107;000000;1.1397900;1.1482600;1.1393200;1.1476800;1436355
EURUSD;D;20190108;000000;1.1476100;1.1484600;1.1421000;1.1440200;1462154
EURUSD;D;20190109;000000;1.1440300;1.1558000;1.1435000;1.1554100;1731788
EURUSD;D;20190110;000000;1.1553500;1.1569800;1.1483000;1.1497800;1690792
EURUSD;D;20190111;000000;1.1497800;1.1540600;1.1456000;1.1462600;1553171
EURUSD;D;20190112;000000;1.1462500;1.1469300;1.1457000;1.1464000;31568
EURUSD;D;20190113;000000;1.1461200;1.1463200;1.1439000;1.1452000;371
EURUSD;D;20190114;000000;1.1451700;1.1482100;1.1449000;1.1468600;1356563
EURUSD;D;20190115;000000;1.1468600;1.1489700;1.1380000;1.1413200;1708408
EURUSD;D;20190116;000000;1.1412700;1.1424800;1.1376000;1.1391700;1491367
EURUSD;D;20190117;000000;1.1392600;1.1407000;1.1369000;1.1391300;1570971
EURUSD;D;20190118;000000;1.1390000;1.1410400;1.1352000;1.1365100;1430762
EURUSD;D;20190119;000000;1.1365000;1.1366000;1.1359000;1.1360000;32197
EURUSD;D;20190120;000000;1.1361700;1.1366300;1.1360000;1.1363600;100
EURUSD;D;20190121;000000;1.1363700;1.1391100;1.1355000;1.1368100;1021430
EURUSD;D;20190122;000000;1.1368100;1.1374000;1.1335000;1.1351700;1404758
EURUSD;D;20190123;000000;1.1352200;1.1394400;1.1349000;1.1382500;1419283
EURUSD;D;20190124;000000;1.1382500;1.1391400;1.1288000;1.1307700;1756082
EURUSD;D;20190125;000000;1.1307800;1.1417600;1.1299000;1.1414600;1662943
EURUSD;D;20190126;000000;1.1414700;1.1417500;1.1402000;1.1405000;41090
EURUSD;D;20190127;000000;1.1407700;1.1408000;1.1399000;1.1402000;180
EURUSD;D;20190128;000000;1.1403000;1.1443700;1.1389000;1.1428100;1307032
EURUSD;D;20190129;000000;1.1428100;1.1450200;1.1410000;1.1432900;1548748
EURUSD;D;20190130;000000;1.1433100;1.1501700;1.1405000;1.1480200;1604480
EURUSD;D;20190131;000000;1.1480800;1.1514300;1.1434000;1.1444900;1690348
EURUSD;D;20190201;000000;1.1444100;1.1488500;1.1433000;1.1458700;1469422
EURUSD;D;20190202;000000;1.1459400;1.1461700;1.1452000;1.1453500;30834
EURUSD;D;20190203;000000;1.1462500;1.1462500;1.1444000;1.1448000;195
EURUSD;D;20190204;000000;1.1448000;1.1460400;1.1422000;1.1434300;1276942
EURUSD;D;20190205;000000;1.1434300;1.1444000;1.1400000;1.1412800;1277027
EURUSD;D;20190206;000000;1.1412800;1.1416000;1.1360000;1.1368200;1292929
EURUSD;D;20190207;000000;1.1368100;1.1369000;1.1323000;1.1342500;1349625
EURUSD;D;20190208;000000;1.1342500;1.1350900;1.1319000;1.1322100;1169970
EURUSD;D;20190209;000000;1.1322200;1.1325200;1.1317000;1.1321000;23477
EURUSD;D;20190210;000000;1.1326000;1.1329900;1.1321000;1.1321000;228
EURUSD;D;20190211;000000;1.1321900;1.1330000;1.1265000;1.1276400;1660184
EURUSD;D;20190212;000000;1.1276300;1.1339700;1.1256000;1.1331500;1742695
EURUSD;D;20190213;000000;1.1331500;1.1341500;1.1262000;1.1266300;1850895
EURUSD;D;20190214;000000;1.1266300;1.1310000;1.1247000;1.1291500;2167636
EURUSD;D;20190215;000000;1.1291400;1.1306200;1.1233000;1.1299100;2004942
EURUSD;D;20190216;000000;1.1299100;1.1299700;1.1289000;1.1294000;43321
EURUSD;D;20190217;000000;1.1285900;1.1300900;1.1281000;1.1300300;281
EURUSD;D;20190218;000000;1.1300200;1.1334000;1.1288000;1.1314100;1308921
EURUSD;D;20190219;000000;1.1314100;1.1357600;1.1274000;1.1342700;1983299
EURUSD;D;20190220;000000;1.1342700;1.1371300;1.1324000;1.1339500;2005515
EURUSD;D;20190221;000000;1.1339900;1.1366400;1.1319000;1.1338400;2257768
EURUSD;D;20190222;000000;1.1338700;1.1355700;1.1315000;1.1332100;1905752
EURUSD;D;20190223;000000;1.1332100;1.1334500;1.1328000;1.1334400;30153
EURUSD;D;20190224;000000;1.1330900;1.1347700;1.1330900;1.1345000;226
EURUSD;D;20190225;000000;1.1347600;1.1367600;1.1324000;1.1361300;1880548
EURUSD;D;20190226;000000;1.1361300;1.1402800;1.1344000;1.1391800;2083721
EURUSD;D;20190227;000000;1.1391900;1.1403600;1.1361000;1.1371000;1941249
EURUSD;D;20190228;000000;1.1371200;1.1419700;1.1357000;1.1373100;2227016
EURUSD;D;20190301;000000;1.1373100;1.1408700;1.1350000;1.1364400;2072140
EURUSD;D;20190302;000000;1.1363900;1.1368300;1.1361000;1.1362000;39290
EURUSD;D;20190303;000000;1.1370000;1.1389100;1.1370000;1.1385000;354
EURUSD;D;20190304;000000;1.1387000;1.1387000;1.1308000;1.1342200;1887993
EURUSD;D;20190305;000000;1.1342300;1.1343000;1.1288000;1.1307700;1865102
EURUSD;D;20190306;000000;1.1307700;1.1324600;1.1284800;1.1311000;1729322
EURUSD;D;20190307;000000;1.1311000;1.1320200;1.1175000;1.1181200;2242988
EURUSD;D;20190308;000000;1.1180600;1.1246200;1.1178000;1.1231700;2148849
EURUSD;D;20190309;000000;1.1231700;1.1235200;1.1229000;1.1234700;31035
EURUSD;D;20190310;000000;1.1237700;1.1244400;1.1230000;1.1232700;115
EURUSD;D;20190311;000000;1.1231800;1.1258400;1.1220000;1.1243900;1124804
EURUSD;D;20190312;000000;1.1244300;1.1304900;1.1242100;1.1285600;1402036
EURUSD;D;20190313;000000;1.1286200;1.1338600;1.1276000;1.1326800;1110621
EURUSD;D;20190314;000000;1.1325800;1.1338000;1.1293000;1.1303400;1257652
EURUSD;D;20190315;000000;1.1303200;1.1344400;1.1296000;1.1323600;1109362
EURUSD;D;20190316;000000;1.1326000;1.1326000;1.1324000;1.1324000;17
EURUSD;D;20190317;000000;1.1322700;1.1326300;1.1315000;1.1320000;72
EURUSD;D;20190318;000000;1.1320000;1.1359000;1.1317000;1.1335100;1006064
EURUSD;D;20190319;000000;1.1335100;1.1361700;1.1331300;1.1351000;935045
EURUSD;D;20190320;000000;1.1351300;1.1448200;1.1334000;1.1413100;1345277
EURUSD;D;20190321;000000;1.1412900;1.1437400;1.1341000;1.1372600;1465549
EURUSD;D;20190322;000000;1.1372800;1.1390700;1.1272000;1.1299900;1559373
EURUSD;D;20190323;000000;1.1300900;1.1301800;1.1299000;1.1300000;10
EURUSD;D;20190324;000000;1.1284000;1.1292000;1.1282000;1.1289000;45
EURUSD;D;20190325;000000;1.1289300;1.1331600;1.1288000;1.1311200;1264363
EURUSD;D;20190326;000000;1.1311400;1.1326000;1.1262000;1.1263900;1345940
EURUSD;D;20190327;000000;1.1265200;1.1285600;1.1241000;1.1243900;1553526
EURUSD;D;20190328;000000;1.1243500;1.1261300;1.1212000;1.1218300;1478750
EURUSD;D;20190329;000000;1.1218800;1.1247000;1.1208000;1.1217200;1452580
EURUSD;D;20190330;000000;1.1215900;1.1217200;1.1215900;1.1217000;37
EURUSD;D;20190331;000000;1.1223700;1.1240800;1.1219000;1.1229200;511
EURUSD;D;20190401;000000;1.1226800;1.1250000;1.1202000;1.1212000;1292181
EURUSD;D;20190402;000000;1.1212500;1.1216000;1.1182000;1.1203000;1308333
EURUSD;D;20190403;000000;1.1203900;1.1254700;1.1197000;1.1232000;1142308
EURUSD;D;20190404;000000;1.1231600;1.1247700;1.1205000;1.1219900;1201791
EURUSD;D;20190405;000000;1.1218900;1.1248100;1.1209000;1.1214000;1116452
EURUSD;D;20190406;000000;1.1216100;1.1216100;1.1212000;1.1212000;2
EURUSD;D;20190407;000000;1.1217700;1.1219500;1.1214000;1.1217200;13
EURUSD;D;20190408;000000;1.1213000;1.1274600;1.1209600;1.1260500;1032756
EURUSD;D;20190409;000000;1.1262300;1.1284300;1.1253000;1.1261200;1025379
EURUSD;D;20190410;000000;1.1261500;1.1287700;1.1228000;1.1273000;1142855
EURUSD;D;20190411;000000;1.1272900;1.1287500;1.1248000;1.1251300;1058806
EURUSD;D;20190412;000000;1.1251900;1.1323900;1.1250800;1.1296400;1112588
EURUSD;D;20190413;000000;1.1298400;1.1298400;1.1298400;1.1298400;1
EURUSD;D;20190414;000000;1.1298600;1.1305400;1.1293000;1.1303000;234
EURUSD;D;20190415;000000;1.1303000;1.1321000;1.1296600;1.1303000;868165
EURUSD;D;20190416;000000;1.1302600;1.1314100;1.1278900;1.1279700;1166610
EURUSD;D;20190417;000000;1.1280400;1.1323700;1.1277000;1.1293700;1052603
EURUSD;D;20190418;000000;1.1292900;1.1304100;1.1224000;1.1228200;1146350
EURUSD;D;20190419;000000;1.1229500;1.1248000;1.1226700;1.1242800;532890
EURUSD;D;20190420;000000;1.1243000;1.1244900;1.1243000;1.1244900;2
EURUSD;D;20190421;000000;1.1243900;1.1247700;1.1238300;1.1244600;151
EURUSD;D;20190422;000000;1.1245200;1.1262000;1.1234000;1.1256600;568812
EURUSD;D;20190423;000000;1.1256900;1.1261300;1.1191000;1.1227000;967313
EURUSD;D;20190424;000000;1.1226900;1.1229000;1.1139000;1.1152600;1151710
EURUSD;D;20190425;000000;1.1152900;1.1162500;1.1117000;1.1130900;1072107
EURUSD;D;20190426;000000;1.1130900;1.1174000;1.1109000;1.1144600;1126171
EURUSD;D;20190427;000000;1.1146000;1.1149000;1.1146000;1.1149000;2
EURUSD;D;20190428;000000;1.1154400;1.1158400;1.1140000;1.1146000;199
EURUSD;D;20190429;000000;1.1144500;1.1186900;1.1143000;1.1184000;811319
EURUSD;D;20190430;000000;1.1185300;1.1229300;1.1174000;1.1215100;1048349
EURUSD;D;20190501;000000;1.1214200;1.1264900;1.1186000;1.1194900;934871
EURUSD;D;20190502;000000;1.1194200;1.1219100;1.1169000;1.1171300;1052692
EURUSD;D;20190503;000000;1.1170900;1.1205000;1.1134000;1.1201100;1069949
EURUSD;D;20190504;000000;1.1193300;1.1193300;1.1193300;1.1193300;1
EURUSD;D;20190505;000000;1.1165000;1.1186100;1.1157000;1.1172000;415
EURUSD;D;20190506;000000;1.1177900;1.1209300;1.1167000;1.1197600;1011925
EURUSD;D;20190507;000000;1.1198900;1.1217900;1.1165000;1.1189000;1090345
EURUSD;D;20190508;000000;1.1190000;1.1213800;1.1181000;1.1191600;1142383
EURUSD;D;20190509;000000;1.1191500;1.1251000;1.1172000;1.1213800;1259567
EURUSD;D;20190510;000000;1.1213200;1.1253600;1.1211500;1.1232900;1154486
EURUSD;D;20190511;000000;1.1237900;1.1237900;1.1237900;1.1237900;1
EURUSD;D;20190512;000000;1.1234300;1.1234800;1.1229000;1.1234300;124
EURUSD;D;20190513;000000;1.1232000;1.1263600;1.1220000;1.1220800;1011205
EURUSD;D;20190514;000000;1.1221500;1.1244000;1.1200000;1.1202500;973021
EURUSD;D;20190515;000000;1.1203200;1.1224700;1.1176000;1.1200800;1005090
EURUSD;D;20190516;000000;1.1199700;1.1224000;1.1164000;1.1173500;942547
EURUSD;D;20190517;000000;1.1173400;1.1184300;1.1154000;1.1155800;1028853
EURUSD;D;20190518;000000;1.1158100;1.1158100;1.1158100;1.1158100;1
EURUSD;D;20190519;000000;1.1161000;1.1167500;1.1150000;1.1164600;7320
EURUSD;D;20190520;000000;1.1159500;1.1175000;1.1148000;1.1165900;858013
EURUSD;D;20190521;000000;1.1166000;1.1188000;1.1140000;1.1158800;954450
EURUSD;D;20190522;000000;1.1158600;1.1180300;1.1147000;1.1150300;859052
EURUSD;D;20190523;000000;1.1149400;1.1187500;1.1106000;1.1181500;982367
EURUSD;D;20190524;000000;1.1181700;1.1212100;1.1171000;1.1202100;859418
EURUSD;D;20190525;000000;1.1202000;1.1202000;1.1202000;1.1202000;1
EURUSD;D;20190526;000000;1.1190000;1.1212000;1.1189400;1.1208100;5163
EURUSD;D;20190527;000000;1.1208900;1.1215200;1.1185000;1.1191300;533665
EURUSD;D;20190528;000000;1.1190500;1.1198400;1.1158000;1.1159800;892801
EURUSD;D;20190529;000000;1.1160200;1.1172500;1.1122000;1.1130900;947591
EURUSD;D;20190530;000000;1.1130500;1.1143400;1.1115000;1.1128000;840790
EURUSD;D;20190531;000000;1.1128600;1.1179800;1.1124000;1.1166300;1102800
EURUSD;D;20190601;000000;1.1169000;1.1169000;1.1168600;1.1168600;2
EURUSD;D;20190602;000000;1.1167500;1.1173200;1.1152000;1.1165000;15494
EURUSD;D;20190603;000000;1.1163600;1.1262000;1.1159000;1.1240300;1877254
EURUSD;D;20190604;000000;1.1240900;1.1277400;1.1225000;1.1250000;1699703
EURUSD;D;20190605;000000;1.1251700;1.1306800;1.1218000;1.1221000;1849441
EURUSD;D;20190606;000000;1.1220700;1.1309000;1.1200000;1.1275100;2139148
EURUSD;D;20190607;000000;1.1275900;1.1347900;1.1250000;1.1331500;1813685
EURUSD;D;20190608;000000;1.1331400;1.1333000;1.1331400;1.1333000;2
EURUSD;D;20190609;000000;1.1320000;1.1327700;1.1307000;1.1322600;10997
EURUSD;D;20190610;000000;1.1322500;1.1330900;1.1289000;1.1310700;1352313
EURUSD;D;20190611;000000;1.1311300;1.1337600;1.1300000;1.1325400;1679283
EURUSD;D;20190612;000000;1.1325800;1.1343500;1.1281000;1.1287100;1637203
EURUSD;D;20190613;000000;1.1286900;1.1303800;1.1267000;1.1276400;1566095
EURUSD;D;20190614;000000;1.1275700;1.1289300;1.1201000;1.1208900;1777428
EURUSD;D;20190616;000000;1.1211000;1.1216000;1.1203000;1.1210900;335
EURUSD;D;20190617;000000;1.1208000;1.1247100;1.1202000;1.1217900;1332918
EURUSD;D;20190618;000000;1.1218100;1.1243000;1.1180000;1.1193600;2169351
EURUSD;D;20190619;000000;1.1193200;1.1254200;1.1185000;1.1226200;1932865
EURUSD;D;20190620;000000;1.1226000;1.1317400;1.1224600;1.1291700;2481664
EURUSD;D;20190621;000000;1.1292000;1.1377800;1.1281000;1.1366700;2382275
EURUSD;D;20190622;000000;1.1367200;1.1368500;1.1367000;1.1368500;4
EURUSD;D;20190623;000000;1.1360000;1.1376300;1.1360000;1.1370000;270
EURUSD;D;20190624;000000;1.1369600;1.1404100;1.1364400;1.1397700;1732430
EURUSD;D;20190625;000000;1.1397800;1.1412200;1.1343000;1.1365100;2327338
EURUSD;D;20190626;000000;1.1366200;1.1391400;1.1346000;1.1367800;1958856
EURUSD;D;20190627;000000;1.1368600;1.1381600;1.1346000;1.1368600;1757023
EURUSD;D;20190628;000000;1.1368900;1.1393600;1.1349000;1.1369300;1675409
EURUSD;D;20190629;000000;1.1373300;1.1373300;1.1373300;1.1373300;1
EURUSD;D;20190630;000000;1.1369700;1.1369700;1.1355000;1.1360000;334
EURUSD;D;20190701;000000;1.1360000;1.1371100;1.1280000;1.1285000;1915070
EURUSD;D;20190702;000000;1.1285000;1.1321800;1.1273000;1.1284000;1581920
EURUSD;D;20190703;000000;1.1284500;1.1312400;1.1267000;1.1277100;1506695
EURUSD;D;20190704;000000;1.1277600;1.1295200;1.1271000;1.1284400;748709
EURUSD;D;20190705;000000;1.1283700;1.1287800;1.1206000;1.1222300;1580016
EURUSD;D;20190706;000000;1.1222500;1.1224500;1.1222500;1.1224500;2
EURUSD;D;20190707;000000;1.1222000;1.1226500;1.1216000;1.1222000;209
EURUSD;D;20190708;000000;1.1225000;1.1234400;1.1205000;1.1213700;1166156
EURUSD;D;20190709;000000;1.1213700;1.1219000;1.1192000;1.1207800;1226883
EURUSD;D;20190710;000000;1.1207700;1.1264400;1.1200000;1.1250300;1738570
EURUSD;D;20190711;000000;1.1250200;1.1286000;1.1244000;1.1253000;1726712
EURUSD;D;20190712;000000;1.1254000;1.1275000;1.1237000;1.1268900;1504842
EURUSD;D;20190713;000000;1.1268800;1.1270000;1.1268800;1.1270000;3
EURUSD;D;20190715;000000;1.1273900;1.1283900;1.1252000;1.1257700;1195011
EURUSD;D;20190716;000000;1.1257000;1.1263400;1.1200000;1.1209800;1522869
EURUSD;D;20190717;000000;1.1209600;1.1233700;1.1198000;1.1224000;1300601
EURUSD;D;20190718;000000;1.1223700;1.1280500;1.1204000;1.1276700;1884738
EURUSD;D;20190719;000000;1.1276000;1.1282000;1.1202000;1.1219900;1805591
EURUSD;D;20190720;000000;1.1220000;1.1221100;1.1220000;1.1221100;2
EURUSD;D;20190721;000000;1.1215400;1.1219400;1.1212000;1.1213000;254
EURUSD;D;20190722;000000;1.1214900;1.1225500;1.1205000;1.1207000;1364975
EURUSD;D;20190723;000000;1.1208500;1.1209700;1.1144000;1.1151700;1501482
EURUSD;D;20190724;000000;1.1151900;1.1155800;1.1126000;1.1139800;1484367
EURUSD;D;20190725;000000;1.1140300;1.1187700;1.1100000;1.1146300;2069052
EURUSD;D;20190726;000000;1.1146800;1.1151100;1.1111000;1.1125200;1419769
EURUSD;D;20190727;000000;1.1127800;1.1127800;1.1127800;1.1127800;1
EURUSD;D;20190728;000000;1.1126200;1.1132600;1.1120700;1.1129400;36824
EURUSD;D;20190729;000000;1.1129100;1.1151000;1.1112000;1.1141000;1254769
EURUSD;D;20190730;000000;1.1142300;1.1161100;1.1131000;1.1156400;1594357
EURUSD;D;20190731;000000;1.1156700;1.1162100;1.1059000;1.1071300;2026467
EURUSD;D;20190801;000000;1.1071500;1.1096100;1.1025000;1.1078900;2652843
EURUSD;D;20190802;000000;1.1078700;1.1116400;1.1068000;1.1108300;2892338
EURUSD;D;20190804;000000;1.1109700;1.1113600;1.1100900;1.1107700;72818
EURUSD;D;20190805;000000;1.1107900;1.1245300;1.1105000;1.1240000;2727792
EURUSD;D;20190806;000000;1.1241600;1.1249600;1.1166000;1.1205200;2514502
EURUSD;D;20190807;000000;1.1204600;1.1241900;1.1177500;1.1203900;3058646
EURUSD;D;20190808;000000;1.1204000;1.1232500;1.1176000;1.1186100;2210972
EURUSD;D;20190809;000000;1.1186100;1.1223000;1.1182000;1.1197000;1771234
EURUSD;D;20190811;000000;1.1199700;1.1208100;1.1194000;1.1207300;51963
EURUSD;D;20190812;000000;1.1207400;1.1230800;1.1161000;1.1216000;1802013
EURUSD;D;20190813;000000;1.1215500;1.1228600;1.1168000;1.1176200;2161141
EURUSD;D;20190814;000000;1.1176200;1.1190800;1.1129000;1.1142800;2152240
EURUSD;D;20190815;000000;1.1142800;1.1158500;1.1090000;1.1110400;2591690
EURUSD;D;20190816;000000;1.1110400;1.1111400;1.1065000;1.1090000;1605594
EURUSD;D;20190818;000000;1.1094900;1.1101200;1.1087000;1.1092000;68640
EURUSD;D;20190819;000000;1.1092000;1.1113700;1.1075000;1.1081400;899378
EURUSD;D;20190820;000000;1.1080000;1.1107000;1.1064000;1.1097200;780011
EURUSD;D;20190821;000000;1.1096500;1.1107100;1.1080000;1.1090200;637610
EURUSD;D;20190822;000000;1.1090300;1.1113300;1.1062000;1.1083600;893664
EURUSD;D;20190823;000000;1.1083500;1.1153200;1.1050000;1.1143100;1071049
EURUSD;D;20190825;000000;1.1144700;1.1163900;1.1138100;1.1142000;88099
EURUSD;D;20190826;000000;1.1143300;1.1152900;1.1093000;1.1101400;1350684
EURUSD;D;20190827;000000;1.1100700;1.1116100;1.1084000;1.1089400;992468
EURUSD;D;20190828;000000;1.1088800;1.1098100;1.1072000;1.1085600;930926
EURUSD;D;20190829;000000;1.1085500;1.1093300;1.1041000;1.1058800;952396
EURUSD;D;20190830;000000;1.1059000;1.1060000;1.0961000;1.0989000;1052220
EURUSD;D;20190901;000000;1.0987500;1.0997500;1.0981300;1.0990300;44929
EURUSD;D;20190902;000000;1.0990200;1.0993200;1.0956000;1.0964400;582180
EURUSD;D;20190903;000000;1.0964100;1.0978900;1.0924000;1.0972500;1051630
EURUSD;D;20190904;000000;1.0972600;1.1038500;1.0970000;1.1034700;969707
EURUSD;D;20190905;000000;1.1033900;1.1084700;1.1016000;1.1033900;1068361
EURUSD;D;20190906;000000;1.1033800;1.1057300;1.1018000;1.1028900;2094224
EURUSD;D;20190908;000000;1.1024900;1.1028400;1.1018000;1.1020100;57223
EURUSD;D;20190909;000000;1.1020100;1.1068100;1.1014000;1.1046900;1840372
EURUSD;D;20190910;000000;1.1047000;1.1059500;1.1029000;1.1050100;1820773
EURUSD;D;20190911;000000;1.1050100;1.1055700;1.0983000;1.1013000;1516413
EURUSD;D;20190912;000000;1.1013400;1.1087300;1.0926000;1.1055800;2392074
EURUSD;D;20190913;000000;1.1056000;1.1109600;1.1055000;1.1071000;1953337
EURUSD;D;20190915;000000;1.1075800;1.1087000;1.1067400;1.1083000;111750
EURUSD;D;20190916;000000;1.1083200;1.1084400;1.0991600;1.1002600;1968706
EURUSD;D;20190917;000000;1.1003100;1.1075700;1.0989000;1.1073700;2090059
EURUSD;D;20190918;000000;1.1073700;1.1075000;1.1012000;1.1029100;2004078
EURUSD;D;20190919;000000;1.1029100;1.1073500;1.1021000;1.1044700;2270874
EURUSD;D;20190920;000000;1.1044600;1.1067800;1.0995000;1.1017000;1965640
EURUSD;D;20190922;000000;1.1011400;1.1020000;1.1008700;1.1017000;62144
EURUSD;D;20190923;000000;1.1018600;1.1025500;1.0964000;1.0993700;1979836
EURUSD;D;20190924;000000;1.0993900;1.1024100;1.0982000;1.1013500;1929195
EURUSD;D;20190925;000000;1.1012600;1.1017000;1.0936000;1.0951200;1975676
EURUSD;D;20190926;000000;1.0951200;1.0967400;1.0907900;1.0921500;1934793
EURUSD;D;20190927;000000;1.0922300;1.0958700;1.0903800;1.0939400;1763903
EURUSD;D;20190929;000000;1.0938500;1.0946300;1.0937500;1.0942200;59350
EURUSD;D;20190930;000000;1.0942100;1.0947800;1.0883900;1.0899300;1793772
EURUSD;D;20191001;000000;1.0899300;1.0942900;1.0878000;1.0933300;2214323
EURUSD;D;20191002;000000;1.0933900;1.0963700;1.0903000;1.0960200;2039789
EURUSD;D;20191003;000000;1.0960200;1.0999400;1.0939000;1.0974100;2115996
EURUSD;D;20191004;000000;1.0974500;1.0999100;1.0956000;1.0975000;1959532
EURUSD;D;20191006;000000;1.0982200;1.0984000;1.0967000;1.0982600;58052
EURUSD;D;20191007;000000;1.0983300;1.1000600;1.0960000;1.0971600;1644165
EURUSD;D;20191008;000000;1.0971600;1.0996100;1.0939000;1.0959100;2070618
EURUSD;D;20191009;000000;1.0959000;1.0990800;1.0953000;1.0984200;1817738
EURUSD;D;20191010;000000;1.0983500;1.1033900;1.0978000;1.1010600;2435435
EURUSD;D;20191011;000000;1.1010600;1.1062800;1.1000000;1.1035600;2505610
EURUSD;D;20191013;000000;1.1044700;1.1045300;1.1024000;1.1027400;156262
EURUSD;D;20191014;000000;1.1027600;1.1042800;1.1011800;1.1026000;1638185
EURUSD;D;20191015;000000;1.1025800;1.1046100;1.0989000;1.1034400;2244612
EURUSD;D;20191016;000000;1.1033700;1.1085600;1.1021000;1.1073700;2393497
EURUSD;D;20191017;000000;1.1073900;1.1139800;1.1063000;1.1123900;2477791
EURUSD;D;20191018;000000;1.1124500;1.1183000;1.1113000;1.1182000;1787405
EURUSD;D;20191020;000000;1.1145000;1.1164700;1.1135000;1.1155800;140724
EURUSD;D;20191021;000000;1.1155600;1.1179500;1.1137600;1.1151700;1570707
EURUSD;D;20191022;000000;1.1150900;1.1157000;1.1116600;1.1129000;1668352
EURUSD;D;20191023;000000;1.1128200;1.1140500;1.1105000;1.1132100;1566257
EURUSD;D;20191024;000000;1.1131000;1.1163000;1.1091000;1.1102300;1938438
EURUSD;D;20191025;000000;1.1102400;1.1123100;1.1071000;1.1079900;1327911
EURUSD;D;20191027;000000;1.1084900;1.1084900;1.1074400;1.1083900;72257
EURUSD;D;20191028;000000;1.1083200;1.1106700;1.1071000;1.1097400;1284547
EURUSD;D;20191029;000000;1.1098200;1.1118500;1.1072000;1.1111000;1485884
EURUSD;D;20191030;000000;1.1112100;1.1155400;1.1078900;1.1152000;1981777
EURUSD;D;20191031;000000;1.1152100;1.1175800;1.1130000;1.1156000;2047868
EURUSD;D;20191101;000000;1.1156000;1.1171900;1.1127000;1.1164000;1637261
EURUSD;D;20191103;000000;1.1164900;1.1170400;1.1161100;1.1166000;40733
EURUSD;D;20191104;000000;1.1166000;1.1175500;1.1120000;1.1127900;1577643
EURUSD;D;20191105;000000;1.1127900;1.1140200;1.1062000;1.1073700;1862528
EURUSD;D;20191106;000000;1.1074000;1.1092900;1.1063000;1.1070100;1519043
EURUSD;D;20191107;000000;1.1069900;1.1091600;1.1034900;1.1052400;2101242
EURUSD;D;20191108;000000;1.1052400;1.1055400;1.1015000;1.1018900;1444945
EURUSD;D;20191110;000000;1.1017400;1.1025500;1.1016700;1.1021800;36164
EURUSD;D;20191111;000000;1.1021800;1.1043100;1.1015000;1.1034500;1110525
EURUSD;D;20191112;000000;1.1034700;1.1038600;1.1001000;1.1011000;1516136
EURUSD;D;20191113;000000;1.1011900;1.1020300;1.0994000;1.1009600;1578986
EURUSD;D;20191114;000000;1.1009300;1.1027500;1.0988000;1.1019300;1559163
EURUSD;D;20191115;000000;1.1019600;1.1057000;1.1013000;1.1051200;1283207
EURUSD;D;20191117;000000;1.1051400;1.1054700;1.1046800;1.1053900;52262
EURUSD;D;20191118;000000;1.1053900;1.1090000;1.1052000;1.1072100;1372789
EURUSD;D;20191119;000000;1.1072300;1.1083900;1.1061000;1.1076900;1301523
EURUSD;D;20191120;000000;1.1078000;1.1081500;1.1051000;1.1077900;1570025
EURUSD;D;20191121;000000;1.1077900;1.1097000;1.1051000;1.1065600;1514361
EURUSD;D;20191122;000000;1.1065300;1.1087600;1.1013000;1.1022000;1552948
EURUSD;D;20191124;000000;1.1024400;1.1025500;1.1012000;1.1022500;64370
EURUSD;D;20191125;000000;1.1022600;1.1032300;1.1002000;1.1009400;1296015
EURUSD;D;20191126;000000;1.1010400;1.1025600;1.1006000;1.1022000;1313746
EURUSD;D;20191127;000000;1.1022000;1.1022300;1.0990000;1.1004900;1344472
EURUSD;D;20191128;000000;1.1005000;1.1018000;1.0999000;1.1011200;912140
EURUSD;D;20191129;000000;1.1011200;1.1028300;1.0980000;1.1017300;1177421
EURUSD;D;20191201;000000;1.1013900;1.1027100;1.1013000;1.1018200;52871
EURUSD;D;20191202;000000;1.1018200;1.1090800;1.1001000;1.1076000;1435371
